id,product_id,product_distribution_center_id,in_stock,month_year_creation,days_in_stock
326904,26996,9,1,Mar 2021,
326905,26996,9,1,Mar 2021,
326906,26996,9,1,Nov 2021,
344505,26996,9,0,Oct 2021,10.0
344506,26996,9,1,Dec 2020,
377538,26996,9,0,Dec 2025,57.0
377539,26996,9,1,Nov 2021,
422278,26996,9,0,Sep 2024,4.0
422279,26996,9,1,Oct 2025,
484341,26996,9,0,Sep 2025,57.0
484342,26996,9,1,Apr 2022,
9457,26801,9,0,Sep 2023,38.0
9458,26801,9,1,Aug 2023,
76328,26801,9,0,Nov 2024,47.0
76329,26801,9,1,Dec 2025,
76330,26801,9,1,Jul 2023,
187580,26801,9,0,Apr 2025,49.0
187581,26801,9,1,Aug 2022,
187582,26801,9,1,Oct 2024,
249328,26801,9,0,Aug 2025,4.0
249329,26801,9,1,Dec 2024,
249330,26801,9,1,Apr 2022,
249331,26801,9,1,Nov 2024,
321899,26801,9,0,Sep 2025,23.0
321900,26801,9,1,Apr 2024,
321901,26801,9,1,Feb 2023,
321902,26801,9,1,May 2024,
402172,26801,9,0,Jul 2025,5.0
402173,26801,9,1,Apr 2023,
402174,26801,9,1,Aug 2023,
402175,26801,9,1,May 2022,
415055,26801,9,0,Mar 2023,5.0
415056,26801,9,1,Dec 2022,
78659,26716,4,0,Nov 2025,8.0
78660,26716,4,1,Mar 2022,
78661,26716,4,1,May 2020,
82447,26716,4,0,Jul 2022,10.0
82448,26716,4,1,Apr 2020,
82449,26716,4,1,Dec 2024,
167574,26716,4,0,Jan 2025,38.0
167575,26716,4,1,Jan 2021,
167576,26716,4,1,Jan 2020,
167577,26716,4,1,Aug 2024,
286455,26716,4,0,Apr 2025,13.0
286456,26716,4,1,Jul 2021,
286457,26716,4,1,Apr 2022,
286458,26716,4,1,Aug 2023,
306707,26716,4,0,Jan 2026,39.0
306708,26716,4,1,Jul 2024,
306709,26716,4,1,Nov 2024,
309022,26716,4,0,Sep 2023,47.0
309023,26716,4,1,Nov 2022,
426797,26716,4,0,Oct 2022,20.0
426798,26716,4,1,Oct 2022,
426799,26716,4,1,Feb 2021,
440277,26716,4,0,Jan 2026,27.0
440278,26716,4,1,Jul 2021,
440279,26716,4,1,Jul 2025,
440280,26716,4,1,Jun 2022,
18082,26900,7,0,Dec 2020,55.0
18083,26900,7,1,Jan 2023,
18084,26900,7,1,Mar 2021,
42499,26900,7,0,Dec 2023,13.0
42500,26900,7,1,Apr 2025,
75555,26900,7,0,Jan 2026,25.0
75556,26900,7,1,Feb 2021,
75557,26900,7,1,Oct 2022,
75558,26900,7,1,Jun 2022,
174796,26900,7,0,Apr 2025,9.0
174797,26900,7,1,Aug 2023,
174798,26900,7,1,Jul 2021,
194697,26900,7,0,Nov 2025,33.0
194698,26900,7,1,Feb 2025,
194699,26900,7,1,Apr 2021,
196543,26900,7,0,Dec 2024,8.0
196544,26900,7,1,Sep 2023,
263278,26900,7,0,Jan 2022,3.0
263279,26900,7,1,Jul 2021,
263280,26900,7,1,May 2021,
267017,26900,7,0,May 2023,55.0
267018,26900,7,1,Sep 2022,
1131,27192,7,0,Feb 2021,26.0
1132,27192,7,1,Oct 2022,
31407,27192,7,0,May 2022,5.0
31408,27192,7,1,Sep 2021,
243189,27192,7,0,Nov 2025,6.0
243190,27192,7,1,Jan 2021,
243191,27192,7,1,Jan 2025,
243192,27192,7,1,Dec 2021,
320066,27192,7,0,Feb 2025,29.0
320067,27192,7,1,Oct 2023,
82660,9843,2,0,Feb 2022,25.0
82661,9843,2,1,Dec 2022,
229059,9843,2,0,Mar 2024,37.0
229060,9843,2,1,Apr 2020,
350714,9843,2,0,Nov 2023,54.0
350715,9843,2,1,Jan 2024,
354170,9843,2,0,Jun 2020,55.0
354171,9843,2,1,Aug 2025,
388634,9843,2,0,Aug 2023,13.0
388635,9843,2,1,Oct 2020,
388636,9843,2,1,Jun 2024,
388637,9843,2,1,May 2024,
420490,9843,2,0,Oct 2025,39.0
420491,9843,2,1,Oct 2022,
420492,9843,2,1,Oct 2023,
420493,9843,2,1,Mar 2022,
11549,10009,2,0,Dec 2021,6.0
11550,10009,2,1,Dec 2020,
11551,10009,2,1,Mar 2023,
259426,10009,2,0,Mar 2025,11.0
259427,10009,2,1,Jun 2024,
259428,10009,2,1,Feb 2021,
269058,10009,2,0,Nov 2024,30.0
269059,10009,2,1,May 2025,
276141,10009,2,0,Apr 2025,49.0
276142,10009,2,1,Aug 2022,
276143,10009,2,1,Aug 2021,
276144,10009,2,1,Dec 2023,
314260,10009,2,0,May 2024,53.0
314261,10009,2,1,Dec 2024,
481725,10009,2,0,Mar 2024,49.0
481726,10009,2,1,Sep 2023,
481727,10009,2,1,Feb 2020,
37912,9522,3,0,Feb 2023,14.0
37913,9522,3,1,Feb 2024,
191874,9522,3,0,Mar 2023,21.0
191875,9522,3,1,Jan 2023,
191876,9522,3,1,Nov 2025,
205537,9522,3,0,Dec 2020,0.0
205538,9522,3,1,Aug 2024,
400637,9522,3,0,Mar 2023,23.0
400638,9522,3,1,Nov 2020,
400639,9522,3,1,Jun 2024,
2675,9973,5,0,May 2022,4.0
2676,9973,5,1,Sep 2024,
2677,9973,5,1,Jan 2025,
32432,9973,5,0,Apr 2023,28.0
32433,9973,5,1,May 2024,
252993,9973,5,0,Dec 2025,56.0
252994,9973,5,1,Sep 2024,
273776,9973,5,0,Mar 2024,28.0
273777,9973,5,1,Dec 2022,
280118,9973,5,0,Jul 2025,27.0
280119,9973,5,1,Dec 2023,
373537,9973,5,0,Nov 2021,13.0
373538,9973,5,1,Aug 2023,
373539,9973,5,1,Sep 2025,
373540,9973,5,1,Aug 2021,
423850,9973,5,0,Jan 2023,8.0
423851,9973,5,1,Jul 2023,
423852,9973,5,1,Nov 2023,
437729,9973,5,0,Sep 2024,38.0
437730,9973,5,1,Feb 2021,
96345,9674,1,0,Dec 2019,51.0
96346,9674,1,1,Oct 2020,
96347,9674,1,1,Jul 2023,
139565,9674,1,0,Sep 2024,6.0
139566,9674,1,1,Apr 2021,
139567,9674,1,1,Sep 2023,
167693,9674,1,0,Dec 2020,21.0
167694,9674,1,1,Nov 2024,
167695,9674,1,1,Feb 2023,
319969,9674,1,0,May 2025,19.0
319970,9674,1,1,Jul 2023,
319971,9674,1,1,May 2022,
390560,9674,1,0,Sep 2023,48.0
390561,9674,1,1,Aug 2024,
129655,9965,1,0,Oct 2025,17.0
129656,9965,1,1,Dec 2022,
142375,9965,1,0,Jun 2025,7.0
142376,9965,1,1,Aug 2024,
142377,9965,1,1,May 2021,
142378,9965,1,1,Mar 2021,
14072,27366,4,0,Oct 2025,4.0
14073,27366,4,1,Jul 2024,
103454,27366,4,0,Sep 2020,25.0
103455,27366,4,1,Jun 2024,
103456,27366,4,1,Apr 2023,
103457,27366,4,1,Nov 2022,
245083,27366,4,0,Apr 2024,27.0
245084,27366,4,1,Dec 2022,
304187,27366,4,0,Mar 2020,25.0
304188,27366,4,1,Mar 2024,
411548,27366,4,0,Mar 2023,32.0
411549,27366,4,1,Feb 2021,
434389,27366,4,0,Jun 2023,46.0
434390,27366,4,1,Oct 2023,
434391,27366,4,1,Sep 2020,
434392,27366,4,1,May 2021,
96727,27344,4,0,Oct 2025,22.0
96728,27344,4,1,Oct 2020,
246829,27344,4,0,Jan 2022,44.0
246830,27344,4,1,May 2023,
395819,27344,4,0,Nov 2025,3.0
395820,27344,4,1,Oct 2024,
416300,27344,4,0,Mar 2025,54.0
416301,27344,4,1,Jan 2023,
373177,10185,10,0,Sep 2025,54.0
373178,10185,10,1,Sep 2024,
384815,10185,10,0,Nov 2025,38.0
384816,10185,10,1,Feb 2023,
468704,10185,10,0,Feb 2023,39.0
468705,10185,10,1,May 2023,
468706,10185,10,1,Dec 2020,
4145,26492,10,0,Sep 2022,41.0
4146,26492,10,1,Feb 2024,
4147,26492,10,1,Sep 2021,
79270,26492,10,0,Sep 2024,37.0
79271,26492,10,1,Oct 2022,
79272,26492,10,1,Dec 2022,
89991,9596,10,0,Mar 2023,45.0
89992,9596,10,1,Apr 2024,
89993,9596,10,1,Mar 2021,
89994,9596,10,1,Oct 2024,
99221,9596,10,0,Apr 2021,37.0
99222,9596,10,1,Sep 2024,
112372,26492,10,0,Jun 2024,56.0
112373,26492,10,1,Aug 2024,
112374,26492,10,1,Mar 2025,
128776,26492,10,0,May 2024,48.0
128777,26492,10,1,Jul 2023,
128778,26492,10,1,Apr 2021,
164768,26492,10,0,Feb 2023,23.0
164769,26492,10,1,Jun 2023,
179041,26492,10,0,Mar 2024,54.0
179042,26492,10,1,Feb 2023,
191207,9596,10,0,Jan 2025,57.0
191208,9596,10,1,Dec 2020,
220290,9596,10,0,Nov 2025,35.0
220291,9596,10,1,Dec 2025,
302946,26492,10,0,Oct 2025,55.0
302947,26492,10,1,Oct 2020,
302948,26492,10,1,Aug 2023,
413755,26492,10,0,Jun 2021,45.0
413756,26492,10,1,Jul 2022,
21896,27335,1,0,Jul 2025,25.0
21897,27335,1,1,Jun 2021,
21898,27335,1,1,Aug 2021,
21899,27335,1,1,Dec 2023,
75416,27335,1,0,Sep 2022,53.0
75417,27335,1,1,Jul 2023,
316051,27335,1,0,Nov 2025,17.0
316052,27335,1,1,Jun 2024,
439607,27335,1,0,Feb 2025,49.0
439608,27335,1,1,Jun 2023,
439609,27335,1,1,May 2021,
463124,27335,1,0,Jan 2025,6.0
463125,27335,1,1,May 2022,
476419,27335,1,0,Nov 2024,28.0
476420,27335,1,1,Sep 2020,
479744,27335,1,0,Apr 2023,18.0
479745,27335,1,1,Jul 2021,
21862,26808,1,0,Nov 2019,41.0
21863,26808,1,1,Jul 2023,
21864,26808,1,1,Jun 2023,
21865,26808,1,1,Aug 2025,
94099,26808,1,0,Jul 2025,31.0
94100,26808,1,1,Jul 2024,
94101,26808,1,1,Apr 2025,
94102,26808,1,1,May 2024,
421542,26808,1,0,Jun 2021,32.0
421543,26808,1,1,Nov 2024,
464408,26808,1,0,Dec 2023,55.0
464409,26808,1,1,Oct 2022,
14356,27157,1,0,Nov 2022,33.0
14357,27157,1,1,Dec 2020,
14358,27157,1,1,Sep 2021,
14359,27157,1,1,Apr 2023,
34471,27157,1,0,Oct 2025,8.0
34472,27157,1,1,Jul 2020,
34473,27157,1,1,Apr 2023,
89430,27157,1,0,Aug 2020,56.0
89431,27157,1,1,Dec 2025,
89432,27157,1,1,Dec 2024,
91472,27157,1,0,Nov 2024,34.0
91473,27157,1,1,Jan 2023,
91474,27157,1,1,Nov 2020,
122598,27157,1,0,Dec 2020,51.0
122599,27157,1,1,Mar 2024,
174554,27157,1,0,Dec 2025,23.0
174555,27157,1,1,Mar 2020,
236454,27157,1,0,May 2024,2.0
236455,27157,1,1,Sep 2025,
371327,27157,1,0,Sep 2025,45.0
371328,27157,1,1,Jun 2024,
371329,27157,1,1,Feb 2026,
461759,27157,1,0,Jan 2023,0.0
461760,27157,1,1,Nov 2023,
11182,26979,1,0,Jul 2023,13.0
11183,26979,1,1,Sep 2023,
14074,26979,1,0,Sep 2025,13.0
14075,26979,1,1,Jan 2021,
14076,26979,1,1,Aug 2022,
14077,26979,1,1,Sep 2025,
82720,26979,1,0,Apr 2024,12.0
82721,26979,1,1,Apr 2025,
91360,26979,1,0,Jul 2025,14.0
91361,26979,1,1,Apr 2022,
91362,26979,1,1,Apr 2023,
91363,26979,1,1,Dec 2021,
369912,26979,1,0,Aug 2023,40.0
369913,26979,1,1,Jan 2021,
369914,26979,1,1,Jun 2025,
369915,26979,1,1,Jul 2025,
403647,26979,1,0,Dec 2025,19.0
403648,26979,1,1,Sep 2021,
403649,26979,1,1,Sep 2024,
403650,26979,1,1,Sep 2021,
25541,9840,1,0,Jun 2025,45.0
25542,9840,1,1,Jul 2024,
32653,9840,1,0,Apr 2025,55.0
32654,9840,1,1,Sep 2020,
32655,9840,1,1,Apr 2023,
61867,9840,1,0,May 2025,16.0
61868,9840,1,1,Jun 2024,
276044,9840,1,0,Dec 2023,22.0
276045,9840,1,1,Aug 2022,
386461,9840,1,0,Jun 2024,9.0
386462,9840,1,1,Jun 2024,
386463,9840,1,1,Mar 2020,
423634,9840,1,0,Jan 2026,29.0
423635,9840,1,1,Nov 2024,
423636,9840,1,1,May 2025,
423637,9840,1,1,Sep 2024,
45118,9564,2,0,Mar 2022,46.0
45119,9564,2,1,Oct 2020,
45120,9564,2,1,Dec 2023,
113656,9564,2,0,Aug 2021,26.0
113657,9564,2,1,Jun 2023,
333078,9564,2,0,Mar 2025,28.0
333079,9564,2,1,Oct 2020,
333080,9564,2,1,Sep 2025,
341221,9564,2,0,Jan 2026,4.0
341222,9564,2,1,Feb 2025,
341223,9564,2,1,Jun 2020,
341224,9564,2,1,Jan 2021,
357303,9564,2,0,Nov 2022,44.0
357304,9564,2,1,Feb 2024,
357305,9564,2,1,Jul 2025,
444492,9564,2,0,Dec 2025,32.0
444493,9564,2,1,Jul 2022,
444494,9564,2,1,Jul 2022,
444495,9564,2,1,Jan 2022,
452711,9564,2,0,Jan 2026,24.0
452712,9564,2,1,Feb 2021,
452713,9564,2,1,Dec 2024,
4911,9776,2,0,Nov 2024,55.0
4912,9776,2,1,Jul 2020,
85692,9776,2,0,Oct 2025,40.0
85693,9776,2,1,Nov 2020,
88590,9776,2,0,Nov 2023,0.0
88591,9776,2,1,Nov 2023,
88592,9776,2,1,Nov 2023,
422706,9776,2,0,Nov 2025,41.0
422707,9776,2,1,Feb 2026,
312677,27253,6,0,Feb 2025,35.0
312678,27253,6,1,May 2020,
312679,27253,6,1,Dec 2022,
353580,27253,6,0,Jul 2025,47.0
353581,27253,6,1,Apr 2020,
413278,27253,6,0,May 2025,5.0
413279,27253,6,1,Sep 2021,
413280,27253,6,1,Sep 2025,
413281,27253,6,1,Feb 2021,
415836,27253,6,0,May 2022,39.0
415837,27253,6,1,Aug 2023,
2482,27166,6,0,Oct 2025,41.0
2483,27166,6,1,Feb 2023,
2484,27166,6,1,May 2025,
51455,27166,6,0,Apr 2024,48.0
51456,27166,6,1,Jan 2026,
51457,27166,6,1,Jul 2023,
51458,27166,6,1,Feb 2022,
107798,27166,6,0,Jul 2024,58.0
107799,27166,6,1,Jan 2020,
107800,27166,6,1,Feb 2022,
107801,27166,6,1,Jul 2021,
150548,27166,6,0,Aug 2025,43.0
150549,27166,6,1,Jun 2020,
150550,27166,6,1,Mar 2022,
150551,27166,6,1,Oct 2023,
194135,27166,6,0,Sep 2020,43.0
194136,27166,6,1,Dec 2024,
206924,27166,6,0,Nov 2023,2.0
206925,27166,6,1,Mar 2021,
206926,27166,6,1,Jun 2020,
206927,27166,6,1,Dec 2023,
236606,27166,6,0,Sep 2025,11.0
236607,27166,6,1,Jan 2021,
57471,26810,9,0,Feb 2023,37.0
57472,26810,9,1,Feb 2024,
57473,26810,9,1,Mar 2025,
57474,26810,9,1,Nov 2025,
79617,26810,9,0,Mar 2023,20.0
79618,26810,9,1,Feb 2025,
132886,26810,9,0,Nov 2025,55.0
132887,26810,9,1,Jan 2024,
132888,26810,9,1,Apr 2024,
142721,26810,9,0,Feb 2023,31.0
142722,26810,9,1,Nov 2022,
170447,26810,9,0,Jul 2024,28.0
170448,26810,9,1,Apr 2024,
170449,26810,9,1,Mar 2024,
170450,26810,9,1,Apr 2023,
174000,26810,9,0,Jun 2023,49.0
174001,26810,9,1,Mar 2023,
395913,26810,9,0,Mar 2021,0.0
395914,26810,9,1,Sep 2023,
395915,26810,9,1,Apr 2024,
28588,9799,9,0,Sep 2023,43.0
28589,9799,9,1,Aug 2022,
62302,9799,9,0,Aug 2025,59.0
62303,9799,9,1,Feb 2023,
62304,9799,9,1,Dec 2021,
76216,9799,9,0,Feb 2022,10.0
76217,9799,9,1,Oct 2023,
76218,9799,9,1,Aug 2025,
76219,9799,9,1,Jan 2023,
256517,9799,9,0,Nov 2025,50.0
256518,9799,9,1,Sep 2024,
256519,9799,9,1,Oct 2024,
256520,9799,9,1,May 2023,
369317,9799,9,0,Feb 2025,33.0
369318,9799,9,1,Nov 2025,
383706,9799,9,0,Jun 2025,44.0
383707,9799,9,1,Feb 2020,
383708,9799,9,1,May 2022,
383709,9799,9,1,Feb 2023,
394429,9799,9,0,Nov 2025,48.0
394430,9799,9,1,Apr 2022,
76242,26782,9,0,Jan 2025,54.0
76243,26782,9,1,Oct 2023,
156655,26782,9,0,Jun 2023,0.0
156656,26782,9,1,Jan 2021,
156657,26782,9,1,Oct 2022,
156658,26782,9,1,Apr 2024,
242246,26782,9,0,Apr 2023,16.0
242247,26782,9,1,Aug 2023,
262015,26782,9,0,Oct 2022,21.0
262016,26782,9,1,Sep 2022,
483922,26782,9,0,Feb 2022,8.0
483923,26782,9,1,Feb 2025,
484254,26782,9,0,Dec 2019,13.0
484255,26782,9,1,Aug 2021,
484256,26782,9,1,Aug 2023,
74010,26770,9,0,Feb 2024,51.0
74011,26770,9,1,Jul 2024,
74012,26770,9,1,Oct 2022,
74013,26770,9,1,Jul 2022,
217644,26770,9,0,Apr 2022,49.0
217645,26770,9,1,Jul 2020,
217646,26770,9,1,Nov 2023,
335778,26770,9,0,Jan 2023,56.0
335779,26770,9,1,Dec 2024,
347396,26770,9,0,Jun 2023,45.0
347397,26770,9,1,Sep 2025,
459645,26770,9,0,Nov 2025,59.0
459646,26770,9,1,Sep 2023,
459647,26770,9,1,Aug 2024,
460208,26770,9,0,Jul 2025,29.0
460209,26770,9,1,Jan 2020,
460210,26770,9,1,Dec 2023,
475739,26770,9,0,Oct 2025,12.0
475740,26770,9,1,Nov 2025,
475741,26770,9,1,Dec 2020,
14104,10243,9,0,May 2025,32.0
14105,10243,9,1,Jun 2021,
14106,10243,9,1,Sep 2024,
14107,10243,9,1,Apr 2024,
104374,10243,9,0,Jun 2025,51.0
104375,10243,9,1,Dec 2024,
193465,10243,9,0,Jan 2024,22.0
193466,10243,9,1,Oct 2021,
262644,10243,9,0,Nov 2023,40.0
262645,10243,9,1,May 2023,
262646,10243,9,1,Feb 2021,
276604,10243,9,0,Apr 2025,16.0
276605,10243,9,1,Aug 2025,
293132,10243,9,0,Nov 2025,5.0
293133,10243,9,1,Dec 2024,
293134,10243,9,1,Feb 2023,
420810,10243,9,0,Oct 2025,21.0
420811,10243,9,1,Nov 2022,
420812,10243,9,1,May 2022,
13549,27339,8,0,Dec 2021,57.0
13550,27339,8,1,Sep 2024,
16085,27339,8,0,Oct 2025,36.0
16086,27339,8,1,Jun 2020,
16364,27339,8,0,Jun 2025,29.0
16365,27339,8,1,Dec 2022,
16366,27339,8,1,Nov 2025,
16367,27339,8,1,Dec 2020,
51588,27339,8,0,Dec 2023,38.0
51589,27339,8,1,Apr 2022,
68424,27339,8,0,Oct 2025,54.0
68425,27339,8,1,May 2025,
137092,27339,8,0,Jan 2023,9.0
137093,27339,8,1,May 2020,
137094,27339,8,1,Aug 2020,
190269,27339,8,0,Jan 2024,37.0
190270,27339,8,1,Dec 2022,
241739,27339,8,0,Jul 2024,30.0
241740,27339,8,1,Apr 2023,
286618,27339,8,0,Mar 2024,7.0
286619,27339,8,1,Aug 2023,
286620,27339,8,1,May 2022,
340624,27339,8,0,Aug 2025,49.0
340625,27339,8,1,May 2021,
436894,27339,8,0,May 2025,5.0
436895,27339,8,1,Jul 2021,
436896,27339,8,1,May 2025,
436897,27339,8,1,Jul 2025,
485124,27339,8,0,Sep 2025,24.0
485125,27339,8,1,Oct 2023,
248066,27317,8,0,May 2025,16.0
248067,27317,8,1,Jan 2026,
257236,27317,8,0,Oct 2024,42.0
257237,27317,8,1,Oct 2024,
257238,27317,8,1,Apr 2021,
399198,27317,8,0,Aug 2022,37.0
399199,27317,8,1,May 2023,
404424,27317,8,0,Dec 2019,51.0
404425,27317,8,1,Sep 2020,
404426,27317,8,1,Mar 2020,
404427,27317,8,1,Aug 2023,
446080,27317,8,0,Jun 2023,32.0
446081,27317,8,1,Mar 2023,
30703,27113,8,0,Dec 2025,55.0
30704,27113,8,1,Feb 2024,
52340,27113,8,0,Feb 2026,1.0
52341,27113,8,1,Mar 2022,
52342,27113,8,1,Apr 2024,
63643,27113,8,0,Jun 2024,32.0
63644,27113,8,1,Mar 2024,
63645,27113,8,1,May 2024,
63646,27113,8,1,Dec 2022,
369132,27113,8,0,Oct 2022,3.0
369133,27113,8,1,Jul 2025,
369134,27113,8,1,Feb 2022,
369135,27113,8,1,Jan 2026,
468035,27113,8,0,May 2020,43.0
468036,27113,8,1,Feb 2024,
58235,27121,8,0,Jan 2026,16.0
58236,27121,8,1,Apr 2021,
206968,27121,8,0,Sep 2023,18.0
206969,27121,8,1,Nov 2024,
400028,27121,8,0,May 2025,23.0
400029,27121,8,1,Oct 2020,
414955,27121,8,0,Jul 2024,20.0
414956,27121,8,1,Jan 2023,
476432,27121,8,0,Oct 2025,6.0
476433,27121,8,1,May 2025,
16397,27341,8,0,Jun 2024,19.0
16398,27341,8,1,Nov 2021,
16399,27341,8,1,Aug 2021,
102104,27341,8,0,Oct 2024,30.0
102105,27341,8,1,May 2021,
136800,27341,8,0,Sep 2023,25.0
136801,27341,8,1,Sep 2022,
209506,27341,8,0,Nov 2022,5.0
209507,27341,8,1,Nov 2023,
419175,27341,8,0,Jul 2025,47.0
419176,27341,8,1,Apr 2020,
420820,27341,8,0,Oct 2021,8.0
420821,27341,8,1,Mar 2022,
420822,27341,8,1,Dec 2020,
420823,27341,8,1,Nov 2025,
488821,27341,8,0,Oct 2025,15.0
488822,27341,8,1,Oct 2022,
488823,27341,8,1,Jun 2020,
488824,27341,8,1,Aug 2023,
145263,27234,8,0,Jul 2024,58.0
145264,27234,8,1,Jul 2023,
145265,27234,8,1,Oct 2024,
412992,27234,8,0,Jan 2026,1.0
412993,27234,8,1,May 2024,
414201,27234,8,0,Nov 2019,39.0
414202,27234,8,1,Feb 2022,
187475,27311,8,0,Aug 2025,8.0
187476,27311,8,1,Apr 2022,
187477,27311,8,1,Feb 2022,
187478,27311,8,1,Jul 2024,
248485,27311,8,0,Aug 2021,29.0
248486,27311,8,1,Jul 2022,
248487,27311,8,1,Jul 2025,
279830,27311,8,0,Jul 2023,9.0
279831,27311,8,1,Jan 2026,
93451,26999,8,0,Oct 2025,23.0
93452,26999,8,1,Apr 2025,
101829,26999,8,0,Jul 2021,0.0
101830,26999,8,1,Dec 2024,
102773,26999,8,0,May 2025,15.0
102774,26999,8,1,Jan 2022,
214305,26999,8,0,Sep 2025,37.0
214306,26999,8,1,Mar 2020,
214307,26999,8,1,Feb 2020,
214308,26999,8,1,Jul 2020,
262480,26999,8,0,Jun 2024,10.0
262481,26999,8,1,Jan 2022,
404399,26999,8,0,Jan 2026,42.0
404400,26999,8,1,Jan 2025,
489119,26999,8,0,Dec 2025,13.0
489120,26999,8,1,Apr 2025,
489121,26999,8,1,Aug 2024,
489122,26999,8,1,Aug 2020,
4298,27348,8,0,Jul 2025,38.0
4299,27348,8,1,Jul 2023,
4300,27348,8,1,Apr 2021,
55344,27348,8,0,Aug 2023,1.0
55345,27348,8,1,Sep 2023,
91760,27348,8,0,Sep 2025,47.0
91761,27348,8,1,Sep 2021,
91762,27348,8,1,Oct 2025,
91763,27348,8,1,Nov 2022,
99475,27348,8,0,Aug 2024,16.0
99476,27348,8,1,Jun 2023,
99477,27348,8,1,Aug 2025,
112114,27348,8,0,Mar 2024,18.0
112115,27348,8,1,Jul 2020,
112116,27348,8,1,Mar 2021,
241309,27348,8,0,Jan 2021,49.0
241310,27348,8,1,Jan 2022,
241311,27348,8,1,Jul 2022,
241312,27348,8,1,May 2020,
332268,27348,8,0,Jul 2025,6.0
332269,27348,8,1,Feb 2023,
332270,27348,8,1,Feb 2026,
332271,27348,8,1,Nov 2024,
10768,26812,2,0,Jun 2025,39.0
10769,26812,2,1,Oct 2025,
10770,26812,2,1,Dec 2024,
10771,26812,2,1,May 2020,
20039,26812,2,0,Oct 2025,38.0
20040,26812,2,1,May 2021,
20041,26812,2,1,Oct 2020,
20042,26812,2,1,May 2023,
75205,26812,2,0,Sep 2025,1.0
75206,26812,2,1,Dec 2022,
75207,26812,2,1,Sep 2020,
75208,26812,2,1,May 2020,
92662,26812,2,0,Sep 2024,54.0
92663,26812,2,1,Apr 2024,
189114,26812,2,0,Jul 2025,11.0
189115,26812,2,1,Jul 2021,
269900,26812,2,0,Jun 2024,24.0
269901,26812,2,1,Feb 2026,
269902,26812,2,1,Oct 2021,
269903,26812,2,1,Apr 2020,
359260,26812,2,0,Oct 2025,1.0
359261,26812,2,1,Feb 2023,
375242,26812,2,0,Aug 2025,39.0
375243,26812,2,1,Apr 2020,
390533,26812,2,0,Jun 2025,42.0
390534,26812,2,1,May 2024,
390535,26812,2,1,Jun 2025,
390536,26812,2,1,Mar 2020,
405891,26812,2,0,May 2025,32.0
405892,26812,2,1,Apr 2025,
405893,26812,2,1,Oct 2021,
405894,26812,2,1,Nov 2021,
465315,26812,2,0,Oct 2023,33.0
465316,26812,2,1,Apr 2024,
11696,26917,8,0,Mar 2023,23.0
11697,26917,8,1,May 2021,
11698,26917,8,1,Dec 2020,
240732,26917,8,0,Oct 2025,42.0
240733,26917,8,1,Nov 2020,
305770,26917,8,0,Dec 2022,3.0
305771,26917,8,1,Oct 2024,
305772,26917,8,1,May 2022,
305773,26917,8,1,Aug 2021,
412574,26917,8,0,Nov 2022,1.0
412575,26917,8,1,Jul 2023,
469442,26917,8,0,Oct 2025,25.0
469443,26917,8,1,Apr 2025,
30464,10268,8,0,Mar 2024,14.0
30465,10268,8,1,Apr 2023,
49328,10268,8,0,Nov 2023,5.0
49329,10268,8,1,Dec 2025,
54266,10268,8,0,Jul 2025,34.0
54267,10268,8,1,Jan 2024,
54268,10268,8,1,Nov 2025,
63864,10268,8,0,Jan 2025,41.0
63865,10268,8,1,Apr 2025,
63866,10268,8,1,Mar 2023,
99670,10268,8,0,Dec 2023,56.0
99671,10268,8,1,Jul 2022,
223420,10268,8,0,Jun 2024,3.0
223421,10268,8,1,Apr 2025,
223422,10268,8,1,Sep 2021,
288842,10268,8,0,Nov 2025,55.0
288843,10268,8,1,Jul 2025,
361650,10268,8,0,Feb 2025,12.0
361651,10268,8,1,Jan 2021,
361652,10268,8,1,Oct 2021,
361653,10268,8,1,Jan 2023,
108972,26470,4,0,Jan 2021,46.0
108973,26470,4,1,Jan 2025,
157597,26470,4,0,Aug 2025,35.0
157598,26470,4,1,Apr 2025,
301303,26470,4,0,Jan 2026,36.0
301304,26470,4,1,Aug 2020,
301305,26470,4,1,Mar 2025,
410845,26470,4,0,Oct 2024,33.0
410846,26470,4,1,Nov 2023,
422005,26470,4,0,Nov 2024,42.0
422006,26470,4,1,Oct 2025,
422007,26470,4,1,Jul 2024,
422008,26470,4,1,Feb 2022,
60759,26723,6,0,Feb 2023,1.0
60760,26723,6,1,Mar 2020,
69646,26723,6,0,Mar 2025,54.0
69647,26723,6,1,May 2024,
79653,26723,6,0,Aug 2024,34.0
79654,26723,6,1,Sep 2025,
112075,26723,6,0,Jun 2020,8.0
112076,26723,6,1,May 2024,
112077,26723,6,1,May 2020,
167941,26723,6,0,Jun 2025,46.0
167942,26723,6,1,Mar 2022,
167943,26723,6,1,Nov 2020,
226302,26723,6,0,Aug 2019,8.0
226303,26723,6,1,Sep 2021,
226304,26723,6,1,Apr 2020,
276506,26723,6,0,Feb 2024,47.0
276507,26723,6,1,Jun 2021,
276508,26723,6,1,Nov 2024,
325993,26723,6,0,Sep 2024,28.0
325994,26723,6,1,Jan 2023,
415707,26723,6,0,Aug 2024,50.0
415708,26723,6,1,Apr 2020,
415709,26723,6,1,Jan 2023,
415710,26723,6,1,Jun 2020,
441119,26723,6,0,Oct 2019,45.0
441120,26723,6,1,Oct 2022,
441121,26723,6,1,Jun 2025,
