id,cost,category,brand,retail_price,department,distribution_center_id,ideal_profit
24890,8.72,Socks,Socksmith,13.99,Men,5,5.27
25278,8.09,Socks,Socksmith,12.99,Men,5,4.9
17205,33.76,Fashion Hoodies & Sweatshirts,Spiderman,60.17,Men,5,26.410000000000004
23976,28.79,Outerwear & Coats,Spiderman,71.98,Men,5,43.190000000000005
27114,21.0,Sleep & Lounge,Spiderman,50.0,Men,5,29.0
27325,28.26,Sleep & Lounge,Star Trek,69.95,Men,5,41.69
12404,7.97,Intimates,ascension,14.99,Women,5,7.0200000000000005
12405,7.39,Intimates,ascension,14.99,Women,5,7.6000000000000005
11737,29.84,Intimates,wear ease,53.0,Women,5,23.16
16,18.42,Tops & Tees,2b by bebe,32.95,Women,5,14.530000000000001
93,16.92,Tops & Tees,2b by bebe,29.95,Women,5,13.029999999999998
94,15.66,Tops & Tees,2b by bebe,29.95,Women,5,14.29
101,12.23,Tops & Tees,2b by bebe,22.95,Women,5,10.719999999999999
463,13.12,Tops & Tees,2b by bebe,24.95,Women,5,11.83
494,16.35,Tops & Tees,2b by bebe,29.95,Women,5,13.599999999999998
570,10.29,Tops & Tees,2b by bebe,17.95,Women,5,7.66
572,14.76,Tops & Tees,2b by bebe,27.95,Women,5,13.19
646,15.75,Tops & Tees,2b by bebe,29.95,Women,5,14.2
668,15.57,Tops & Tees,2b by bebe,29.95,Women,5,14.379999999999999
1051,13.75,Sweaters,2b by bebe,29.95,Women,5,16.2
1308,13.3,Sweaters,2b by bebe,29.95,Women,5,16.65
1387,11.9,Sweaters,2b by bebe,24.95,Women,5,13.049999999999999
3098,18.82,Dresses,2b by bebe,39.95,Women,5,21.130000000000003
3134,20.83,Dresses,2b by bebe,49.95,Women,5,29.120000000000005
3143,18.79,Dresses,2b by bebe,44.95,Women,5,26.160000000000004
3208,17.09,Dresses,2b by bebe,34.95,Women,5,17.860000000000003
3352,14.43,Dresses,2b by bebe,34.95,Women,5,20.520000000000003
3411,18.66,Dresses,2b by bebe,39.95,Women,5,21.290000000000003
3528,19.96,Dresses,2b by bebe,44.95,Women,5,24.990000000000002
3648,18.74,Dresses,2b by bebe,44.95,Women,5,26.210000000000004
3715,14.86,Dresses,2b by bebe,32.95,Women,5,18.090000000000003
3778,21.62,Dresses,2b by bebe,44.95,Women,5,23.330000000000002
3814,16.18,Dresses,2b by bebe,34.95,Women,5,18.770000000000003
3843,16.7,Dresses,2b by bebe,39.95,Women,5,23.250000000000004
3851,16.6,Dresses,2b by bebe,34.95,Women,5,18.35
3870,17.58,Dresses,2b by bebe,39.95,Women,5,22.370000000000005
3950,22.25,Dresses,2b by bebe,44.95,Women,5,22.700000000000003
4702,23.15,Jeans,2b by bebe,44.95,Women,5,21.800000000000004
4755,21.97,Jeans,2b by bebe,39.95,Women,5,17.980000000000004
5185,19.26,Pants & Capris,2b by bebe,39.95,Women,5,20.69
5188,19.75,Pants & Capris,2b by bebe,34.95,Women,5,15.200000000000003
5218,18.33,Pants & Capris,2b by bebe,36.95,Women,5,18.620000000000005
5224,17.34,Pants & Capris,2b by bebe,29.95,Women,5,12.61
5246,22.05,Pants & Capris,2b by bebe,39.95,Women,5,17.900000000000002
5288,17.07,Pants & Capris,2b by bebe,29.95,Women,5,12.879999999999999
5289,22.85,Pants & Capris,2b by bebe,39.95,Women,5,17.1
5291,19.54,Pants & Capris,2b by bebe,34.95,Women,5,15.410000000000004
5339,17.51,Pants & Capris,2b by bebe,34.95,Women,5,17.44
5445,20.17,Pants & Capris,2b by bebe,39.95,Women,5,19.78
5798,17.49,Leggings,2b by bebe,29.95,Women,5,12.46
5966,18.48,Leggings,2b by bebe,29.95,Women,5,11.469999999999999
6127,18.3,Leggings,2b by bebe,29.95,Women,5,11.649999999999999
6341,14.38,Shorts,2b by bebe,29.95,Women,5,15.569999999999999
6405,14.44,Shorts,2b by bebe,29.95,Women,5,15.51
6423,14.28,Shorts,2b by bebe,26.95,Women,5,12.67
6439,13.1,Shorts,2b by bebe,24.95,Women,5,11.85
6443,16.29,Shorts,2b by bebe,29.95,Women,5,13.66
6468,14.77,Shorts,2b by bebe,29.95,Women,5,15.18
6493,13.93,Shorts,2b by bebe,26.95,Women,5,13.02
6801,15.09,Shorts,2b by bebe,29.95,Women,5,14.86
6870,17.53,Shorts,2b by bebe,32.95,Women,5,15.420000000000002
7174,13.0,Skirts,2b by bebe,34.95,Women,5,21.950000000000003
7282,10.59,Skirts,2b by bebe,26.95,Women,5,16.36
7289,12.91,Skirts,2b by bebe,29.95,Women,5,17.04
7308,13.42,Skirts,2b by bebe,29.95,Women,5,16.53
7361,12.65,Skirts,2b by bebe,32.95,Women,5,20.300000000000004
7384,11.56,Skirts,2b by bebe,29.95,Women,5,18.39
7832,20.63,Blazers & Jackets,2b by bebe,49.95,Women,5,29.320000000000004
8278,20.18,Outerwear & Coats,2b by bebe,49.95,Women,5,29.770000000000003
8495,23.03,Outerwear & Coats,2b by bebe,49.95,Women,5,26.92
8633,24.73,Outerwear & Coats,2b by bebe,49.95,Women,5,25.220000000000002
8785,24.95,Outerwear & Coats,2b by bebe,54.95,Women,5,30.000000000000004
11411,8.85,Intimates,C.C. World,16.99,Women,5,8.139999999999999
8680,22.63,Outerwear & Coats,CoffeeShop,51.2,Women,5,28.570000000000004
16007,48.6,Tops & Tees,Faconnable,89.5,Men,5,40.9
16034,87.11,Tops & Tees,Faconnable,155.0,Men,5,67.89
16195,79.6,Tops & Tees,Faconnable,145.0,Men,5,65.4
16233,94.55,Tops & Tees,Faconnable,155.0,Men,5,60.45
16919,76.25,Tops & Tees,Faconnable,125.0,Men,5,48.75
16970,35.18,Tops & Tees,Faconnable,67.13,Men,5,31.949999999999996
19398,169.74,Sweaters,Faconnable,334.13,Men,5,164.39
19477,94.08,Sweaters,Faconnable,183.75,Men,5,89.67
19486,46.11,Sweaters,Faconnable,91.13,Men,5,45.019999999999996
19534,59.54,Sweaters,Faconnable,118.13,Men,5,58.589999999999996
20228,185.74,Suits & Sport Coats,Faconnable,487.5,Men,5,301.76
22557,75.09,Pants,Faconnable,168.75,Men,5,93.66
22737,57.5,Shorts,Faconnable,125.0,Men,5,67.5
23784,243.23,Outerwear & Coats,Faconnable,575.0,Men,5,331.77
6436,9.38,Shorts,Guy Harvey,18.99,Women,5,9.609999999999998
16554,14.04,Tops & Tees,Guy Harvey,24.99,Men,5,10.95
16959,14.54,Tops & Tees,Guy Harvey,24.99,Men,5,10.45
17040,16.86,Tops & Tees,Guy Harvey,28.0,Men,5,11.14
23182,15.14,Shorts,Guy Harvey,29.99,Men,5,14.849999999999998
27975,19.21,Swim,Guy Harvey,29.88,Men,5,10.669999999999998
27987,30.24,Swim,Guy Harvey,49.99,Men,5,19.750000000000004
27992,29.44,Swim,Guy Harvey,49.99,Men,5,20.55
28121,30.64,Swim,Guy Harvey,49.99,Men,5,19.35
14383,30.36,Maternity,HipSlimmer,66.0,Women,5,35.64
2232,30.31,Fashion Hoodies & Sweatshirts,Joe Browns,72.0,Women,5,41.69
19098,37.75,Sweaters,Joe Browns,81.0,Men,5,43.25
19378,48.71,Sweaters,Joe Browns,108.0,Men,5,59.29
10072,11.91,Sleep & Lounge,Ms. Maggie,19.49,Women,5,7.579999999999998
9924,48.27,Sleep & Lounge,OnGossamer,79.0,Women,5,30.729999999999997
10089,25.45,Sleep & Lounge,OnGossamer,41.99,Women,5,16.540000000000003
10497,25.81,Intimates,OnGossamer,46.0,Women,5,20.19
10808,8.3,Intimates,OnGossamer,16.0,Women,5,7.699999999999999
10835,8.99,Intimates,OnGossamer,16.0,Women,5,7.01
10992,12.08,Intimates,OnGossamer,22.0,Women,5,9.92
11023,9.4,Intimates,OnGossamer,17.0,Women,5,7.6
11073,12.56,Intimates,OnGossamer,22.0,Women,5,9.44
11641,15.42,Intimates,OnGossamer,32.0,Women,5,16.58
2897,16.68,Active,Paper Doll,39.99,Women,5,23.310000000000002
2418,32.99,Active,Pink Lotus,78.0,Women,5,45.01
2419,38.72,Active,Pink Lotus,84.0,Women,5,45.28
1839,16.52,Fashion Hoodies & Sweatshirts,Rock Rebel,34.42,Women,5,17.900000000000002
10344,7.01,Sleep & Lounge,Sentiments,11.99,Women,5,4.98
28367,16.09,Accessories,SlideBelts,44.95,Men,5,28.860000000000003
16839,90.79,Tops & Tees,Stone Rose,159.0,Men,5,68.21
22377,66.86,Pants,Stone Rose,139.0,Men,5,72.14
8876,2.75,Socks & Hosiery,TrendsBlue,6.99,Women,5,4.24
13603,2.7,Accessories,TrendsBlue,6.07,Women,5,3.37
13604,2.59,Accessories,TrendsBlue,6.97,Women,5,4.38
13624,3.0,Accessories,TrendsBlue,7.99,Women,5,4.99
13638,3.69,Accessories,TrendsBlue,8.99,Women,5,5.300000000000001
13641,3.55,Accessories,TrendsBlue,7.99,Women,5,4.44
13652,2.89,Accessories,TrendsBlue,7.29,Women,5,4.4
13655,6.09,Accessories,TrendsBlue,13.93,Women,5,7.84
13656,2.14,Accessories,TrendsBlue,4.99,Women,5,2.85
13668,7.41,Accessories,TrendsBlue,17.99,Women,5,10.579999999999998
13669,6.3,Accessories,TrendsBlue,15.99,Women,5,9.690000000000001
13686,2.82,Accessories,TrendsBlue,7.95,Women,5,5.130000000000001
13712,3.16,Accessories,TrendsBlue,8.99,Women,5,5.83
13713,4.06,Accessories,TrendsBlue,9.99,Women,5,5.930000000000001
13746,3.84,Accessories,TrendsBlue,9.95,Women,5,6.109999999999999
13767,3.6,Accessories,TrendsBlue,9.99,Women,5,6.390000000000001
13776,4.01,Accessories,TrendsBlue,10.99,Women,5,6.98
13852,3.62,Accessories,TrendsBlue,9.99,Women,5,6.37
13894,4.31,Accessories,TrendsBlue,9.99,Women,5,5.680000000000001
13909,3.24,Accessories,TrendsBlue,7.99,Women,5,4.75
13968,5.01,Accessories,TrendsBlue,12.99,Women,5,7.98
14088,4.23,Accessories,TrendsBlue,11.99,Women,5,7.76
14098,3.16,Accessories,TrendsBlue,7.99,Women,5,4.83
14116,2.68,Accessories,TrendsBlue,6.99,Women,5,4.3100000000000005
14143,3.22,Accessories,TrendsBlue,8.99,Women,5,5.77
14209,4.08,Accessories,TrendsBlue,9.95,Women,5,5.869999999999999
14217,2.58,Accessories,TrendsBlue,7.27,Women,5,4.6899999999999995
14229,3.18,Accessories,TrendsBlue,7.99,Women,5,4.8100000000000005
15232,3.67,Plus,TrendsBlue,6.97,Women,5,3.3
15269,3.88,Plus,TrendsBlue,7.99,Women,5,4.11
15290,4.29,Plus,TrendsBlue,8.99,Women,5,4.7
15299,3.75,Plus,TrendsBlue,7.99,Women,5,4.24
15314,7.9,Plus,TrendsBlue,15.99,Women,5,8.09
15324,3.92,Plus,TrendsBlue,7.29,Women,5,3.37
15330,3.37,Plus,TrendsBlue,6.99,Women,5,3.62
15334,2.41,Plus,TrendsBlue,4.99,Women,5,2.58
15343,7.62,Plus,TrendsBlue,13.93,Women,5,6.31
15362,9.86,Plus,TrendsBlue,17.99,Women,5,8.129999999999999
15390,3.78,Plus,TrendsBlue,7.95,Women,5,4.17
15443,4.12,Plus,TrendsBlue,8.99,Women,5,4.87
15444,5.04,Plus,TrendsBlue,9.99,Women,5,4.95
15502,5.17,Plus,TrendsBlue,9.95,Women,5,4.779999999999999
15557,4.98,Plus,TrendsBlue,10.99,Women,5,6.01
15679,4.89,Plus,TrendsBlue,9.99,Women,5,5.1000000000000005
15742,5.14,Plus,TrendsBlue,9.99,Women,5,4.8500000000000005
15829,2.05,Plus,TrendsBlue,3.99,Women,5,1.9400000000000004
15879,6.98,Plus,TrendsBlue,12.99,Women,5,6.01
28302,2.46,Accessories,TrendsBlue,6.07,Men,5,3.6100000000000003
28312,3.75,Accessories,TrendsBlue,8.98,Men,5,5.23
28340,2.82,Accessories,TrendsBlue,7.99,Men,5,5.17
28391,2.69,Accessories,TrendsBlue,7.29,Men,5,4.6
28394,5.5,Accessories,TrendsBlue,13.93,Men,5,8.43
28564,4.28,Accessories,TrendsBlue,9.99,Men,5,5.71
28688,3.9,Accessories,TrendsBlue,9.99,Men,5,6.09
28803,1.77,Accessories,TrendsBlue,4.97,Men,5,3.1999999999999997
28858,5.51,Accessories,TrendsBlue,12.99,Men,5,7.48
29022,3.97,Accessories,TrendsBlue,9.99,Men,5,6.02
10918,15.34,Intimates,Underworks,27.99,Women,5,12.649999999999999
11145,28.84,Intimates,Underworks,49.99,Women,5,21.150000000000002
11398,4.04,Intimates,Underworks,7.99,Women,5,3.95
11420,4.49,Intimates,Underworks,7.99,Women,5,3.5
11434,10.05,Intimates,Underworks,19.99,Women,5,9.939999999999998
11462,12.85,Intimates,Underworks,22.99,Women,5,10.139999999999999
11515,28.15,Intimates,Underworks,54.99,Women,5,26.840000000000003
11534,11.13,Intimates,Underworks,22.99,Women,5,11.859999999999998
11563,11.23,Intimates,Underworks,19.99,Women,5,8.759999999999998
11587,23.12,Intimates,Underworks,44.99,Women,5,21.87
11622,27.28,Intimates,Underworks,54.99,Women,5,27.71
12660,3.5,Intimates,Underworks,6.49,Women,5,2.99
14369,6.93,Maternity,Underworks,16.99,Women,5,10.059999999999999
14424,9.85,Maternity,Underworks,25.0,Women,5,15.15
14569,8.24,Maternity,Underworks,16.99,Women,5,8.749999999999998
15123,21.67,Maternity,Underworks,54.99,Women,5,33.32
15147,9.82,Maternity,Underworks,24.99,Women,5,15.169999999999998
18362,17.55,Active,Underworks,41.99,Men,5,24.44
18693,11.45,Active,Underworks,24.99,Men,5,13.54
18743,16.98,Active,Underworks,36.99,Men,5,20.01
25419,8.52,Underwear,Underworks,19.99,Men,5,11.469999999999999
25515,27.55,Underwear,Underworks,54.99,Men,5,27.44
25524,20.03,Underwear,Underworks,41.99,Men,5,21.96
25534,21.85,Underwear,Underworks,49.99,Men,5,28.14
25544,16.46,Underwear,Underworks,36.99,Men,5,20.53
25678,7.82,Underwear,Underworks,16.99,Men,5,9.169999999999998
25743,18.12,Underwear,Underworks,39.99,Men,5,21.87
25807,20.11,Underwear,Underworks,39.99,Men,5,19.880000000000003
25850,12.79,Underwear,Underworks,24.99,Men,5,12.2
25874,15.08,Underwear,Underworks,29.99,Men,5,14.909999999999998
25934,18.9,Underwear,Underworks,41.99,Men,5,23.090000000000003
25939,49.45,Underwear,Underworks,104.99,Men,5,55.53999999999999
26011,25.32,Underwear,Underworks,53.99,Men,5,28.67
26026,10.27,Underwear,Underworks,19.99,Men,5,9.719999999999999
26158,13.41,Underwear,Underworks,29.99,Men,5,16.58
26175,8.34,Underwear,Underworks,16.99,Men,5,8.649999999999999
26355,64.52,Underwear,Underworks,144.99,Men,5,80.47000000000001
26444,23.65,Underwear,Underworks,49.99,Men,5,26.340000000000003
16462,14.5,Tops & Tees,Victorinox,25.0,Men,5,10.5
18903,76.85,Sweaters,Victorinox,147.5,Men,5,70.65
19026,39.23,Sweaters,Victorinox,77.99,Men,5,38.76
19053,40.95,Sweaters,Victorinox,87.49,Men,5,46.53999999999999
19258,70.2,Sweaters,Victorinox,146.25,Men,5,76.05
20169,77.02,Suits & Sport Coats,Victorinox,197.49,Men,5,120.47000000000001
23162,64.87,Shorts,Victorinox,125.0,Men,5,60.129999999999995
23231,49.97,Shorts,Victorinox,95.0,Men,5,45.03
28029,21.45,Swim,Victorinox,37.5,Men,5,16.05
28244,48.3,Swim,Victorinox,75.0,Men,5,26.700000000000003
28295,22.43,Swim,Victorinox,37.5,Men,5,15.07
2858,7.52,Active,icebreaker,20.0,Women,5,12.48
24931,18.01,Socks,icebreaker,30.48,Men,5,12.469999999999999
16666,11.97,Tops & Tees,Angry Birds,19.99,Men,5,8.019999999999998
26573,9.57,Sleep & Lounge,Angry Birds,24.99,Men,5,15.419999999999998
27071,19.8,Sleep & Lounge,Angry Birds,50.0,Men,5,30.2
27149,20.0,Sleep & Lounge,Angry Birds,50.0,Men,5,30.0
5628,50.79,Pants & Capris,Elie Tahari,99.99,Women,5,49.199999999999996
20034,89.28,Suits & Sport Coats,Elie Tahari,239.99,Men,5,150.71
20188,30.09,Suits & Sport Coats,Elie Tahari,85.0,Men,5,54.91
20205,87.36,Suits & Sport Coats,Elie Tahari,239.99,Men,5,152.63
20214,95.52,Suits & Sport Coats,Elie Tahari,239.99,Men,5,144.47000000000003
18923,32.09,Sweaters,Extreme 80s,64.95,Men,5,32.86
5542,106.24,Pants & Capris,German Wear,187.7,Women,5,81.46
23425,8.27,Shorts,Greg Norman,16.95,Men,5,8.68
24285,42.63,Outerwear & Coats,Greg Norman,89.0,Men,5,46.37
5643,14.64,Pants & Capris,Khakis & Co,29.99,Women,5,15.349999999999998
6369,12.0,Shorts,Khakis & Co,24.99,Women,5,12.989999999999998
6929,10.25,Shorts,Khakis & Co,18.95,Women,5,8.7
7,20.93,Tops & Tees,Lucky Brand,39.5,Women,5,18.57
11,48.87,Tops & Tees,Lucky Brand,89.5,Women,5,40.63
15,25.79,Tops & Tees,Lucky Brand,49.5,Women,5,23.71
23,35.58,Tops & Tees,Lucky Brand,59.5,Women,5,23.92
25,46.03,Tops & Tees,Lucky Brand,79.5,Women,5,33.47
26,26.78,Tops & Tees,Lucky Brand,49.5,Women,5,22.72
30,51.38,Tops & Tees,Lucky Brand,99.0,Women,5,47.62
42,51.48,Tops & Tees,Lucky Brand,99.0,Women,5,47.52
55,25.69,Tops & Tees,Lucky Brand,49.5,Women,5,23.81
59,26.88,Tops & Tees,Lucky Brand,44.5,Women,5,17.62
86,33.32,Tops & Tees,Lucky Brand,59.5,Women,5,26.18
242,34.81,Tops & Tees,Lucky Brand,59.5,Women,5,24.689999999999998
343,34.21,Tops & Tees,Lucky Brand,59.5,Women,5,25.29
390,28.71,Tops & Tees,Lucky Brand,49.5,Women,5,20.79
400,20.63,Tops & Tees,Lucky Brand,39.99,Women,5,19.360000000000003
421,24.62,Tops & Tees,Lucky Brand,46.99,Women,5,22.37
441,31.06,Tops & Tees,Lucky Brand,59.5,Women,5,28.44
457,23.94,Tops & Tees,Lucky Brand,44.5,Women,5,20.56
488,25.59,Tops & Tees,Lucky Brand,49.5,Women,5,23.91
505,39.96,Tops & Tees,Lucky Brand,69.5,Women,5,29.54
594,31.3,Tops & Tees,Lucky Brand,59.5,Women,5,28.2
595,30.0,Tops & Tees,Lucky Brand,49.5,Women,5,19.5
648,22.66,Tops & Tees,Lucky Brand,39.75,Women,5,17.09
671,37.04,Tops & Tees,Lucky Brand,69.5,Women,5,32.46
696,35.1,Tops & Tees,Lucky Brand,59.5,Women,5,24.4
746,25.74,Tops & Tees,Lucky Brand,49.5,Women,5,23.76
784,55.93,Sweaters,Lucky Brand,119.0,Women,5,63.07
948,23.29,Sweaters,Lucky Brand,49.97,Women,5,26.68
1114,13.25,Sweaters,Lucky Brand,29.97,Women,5,16.72
1399,28.83,Sweaters,Lucky Brand,65.83,Women,5,37.0
1436,67.35,Sweaters,Lucky Brand,149.0,Women,5,81.65
1534,11.6,Fashion Hoodies & Sweatshirts,Lucky Brand,24.99,Women,5,13.389999999999999
1896,38.28,Fashion Hoodies & Sweatshirts,Lucky Brand,81.96,Women,5,43.67999999999999
2230,33.86,Fashion Hoodies & Sweatshirts,Lucky Brand,76.96,Women,5,43.099999999999994
4248,51.19,Jeans,Lucky Brand,89.5,Women,5,38.31
4262,49.8,Jeans,Lucky Brand,99.0,Women,5,49.2
4273,46.9,Jeans,Lucky Brand,89.5,Women,5,42.6
4284,38.72,Jeans,Lucky Brand,68.65,Women,5,29.930000000000007
4297,57.82,Jeans,Lucky Brand,99.0,Women,5,41.18
4325,39.19,Jeans,Lucky Brand,79.5,Women,5,40.31
4339,45.16,Jeans,Lucky Brand,79.5,Women,5,34.34
4374,41.02,Jeans,Lucky Brand,79.5,Women,5,38.48
4383,55.93,Jeans,Lucky Brand,99.0,Women,5,43.07
4398,42.53,Jeans,Lucky Brand,79.5,Women,5,36.97
4414,36.18,Jeans,Lucky Brand,68.65,Women,5,32.470000000000006
4428,54.05,Jeans,Lucky Brand,99.0,Women,5,44.95
4458,36.28,Jeans,Lucky Brand,63.99,Women,5,27.71
4469,54.75,Jeans,Lucky Brand,99.0,Women,5,44.25
4482,52.87,Jeans,Lucky Brand,99.0,Women,5,46.13
4494,55.7,Jeans,Lucky Brand,109.0,Women,5,53.3
4505,49.26,Jeans,Lucky Brand,87.5,Women,5,38.24
4533,36.22,Jeans,Lucky Brand,63.99,Women,5,27.770000000000003
4556,46.43,Jeans,Lucky Brand,79.5,Women,5,33.07
4563,38.61,Jeans,Lucky Brand,74.98,Women,5,36.370000000000005
4583,29.92,Jeans,Lucky Brand,56.99,Women,5,27.07
4618,34.11,Jeans,Lucky Brand,63.99,Women,5,29.880000000000003
4664,34.23,Jeans,Lucky Brand,63.99,Women,5,29.760000000000005
4667,36.35,Jeans,Lucky Brand,63.99,Women,5,27.64
4699,35.83,Jeans,Lucky Brand,69.99,Women,5,34.16
4724,37.28,Jeans,Lucky Brand,66.33,Women,5,29.049999999999997
4844,50.79,Jeans,Lucky Brand,99.0,Women,5,48.21
4883,35.0,Jeans,Lucky Brand,63.99,Women,5,28.990000000000002
4893,53.36,Jeans,Lucky Brand,99.0,Women,5,45.64
4897,67.23,Jeans,Lucky Brand,119.0,Women,5,51.769999999999996
4940,34.49,Jeans,Lucky Brand,63.99,Women,5,29.5
4947,27.83,Jeans,Lucky Brand,55.99,Women,5,28.160000000000004
4970,55.54,Jeans,Lucky Brand,99.0,Women,5,43.46
4971,54.15,Jeans,Lucky Brand,99.0,Women,5,44.85
5089,35.6,Jeans,Lucky Brand,68.99,Women,5,33.38999999999999
5233,33.01,Pants & Capris,Lucky Brand,66.96,Women,5,33.949999999999996
5241,15.39,Pants & Capris,Lucky Brand,27.99,Women,5,12.599999999999998
6324,37.6,Shorts,Lucky Brand,69.5,Women,5,31.9
6431,34.47,Shorts,Lucky Brand,69.5,Women,5,35.03
6670,31.61,Shorts,Lucky Brand,58.97,Women,5,27.36
6672,30.13,Shorts,Lucky Brand,58.97,Women,5,28.84
6677,12.93,Shorts,Lucky Brand,25.0,Women,5,12.07
6704,17.05,Shorts,Lucky Brand,34.23,Women,5,17.179999999999996
6760,34.47,Shorts,Lucky Brand,69.5,Women,5,35.03
6762,37.32,Shorts,Lucky Brand,69.5,Women,5,32.18
6782,30.2,Shorts,Lucky Brand,58.98,Women,5,28.779999999999998
6881,37.67,Shorts,Lucky Brand,69.5,Women,5,31.83
6896,36.0,Shorts,Lucky Brand,69.5,Women,5,33.5
12982,26.24,Swim,Lucky Brand,64.0,Women,5,37.760000000000005
13268,33.77,Swim,Lucky Brand,78.0,Women,5,44.23
13348,35.55,Swim,Lucky Brand,88.0,Women,5,52.45
13361,20.64,Swim,Lucky Brand,52.0,Women,5,31.36
13441,33.18,Swim,Lucky Brand,88.0,Women,5,54.82
13540,29.17,Swim,Lucky Brand,68.0,Women,5,38.83
13573,35.1,Swim,Lucky Brand,78.0,Women,5,42.9
15730,29.87,Plus,Lucky Brand,59.5,Women,5,29.63
16374,22.99,Tops & Tees,Lucky Brand,39.5,Men,5,16.51
16586,18.46,Tops & Tees,Lucky Brand,34.5,Men,5,16.04
16654,20.7,Tops & Tees,Lucky Brand,39.5,Men,5,18.8
16703,19.56,Tops & Tees,Lucky Brand,34.5,Men,5,14.940000000000001
16746,12.77,Tops & Tees,Lucky Brand,25.0,Men,5,12.23
16844,13.95,Tops & Tees,Lucky Brand,25.0,Men,5,11.05
16905,11.93,Tops & Tees,Lucky Brand,20.5,Men,5,8.57
16961,36.12,Tops & Tees,Lucky Brand,59.5,Men,5,23.380000000000003
17214,49.23,Fashion Hoodies & Sweatshirts,Lucky Brand,89.5,Men,5,40.27
17233,16.06,Fashion Hoodies & Sweatshirts,Lucky Brand,27.65,Men,5,11.59
17296,30.52,Fashion Hoodies & Sweatshirts,Lucky Brand,54.5,Men,5,23.98
19473,36.57,Sweaters,Lucky Brand,79.5,Men,5,42.93
19589,11.9,Sweaters,Lucky Brand,24.99,Men,5,13.089999999999998
19640,179.22,Sweaters,Lucky Brand,348.0,Men,5,168.78
19712,29.75,Sweaters,Lucky Brand,59.97,Men,5,30.22
20590,40.77,Jeans,Lucky Brand,83.37,Men,5,42.6
20592,37.81,Jeans,Lucky Brand,68.49,Men,5,30.679999999999993
20597,33.18,Jeans,Lucky Brand,60.99,Men,5,27.810000000000002
20599,31.18,Jeans,Lucky Brand,62.99,Men,5,31.810000000000002
20600,33.9,Jeans,Lucky Brand,68.49,Men,5,34.589999999999996
20629,49.4,Jeans,Lucky Brand,99.0,Men,5,49.6
20653,36.37,Jeans,Lucky Brand,75.0,Men,5,38.63
20656,35.27,Jeans,Lucky Brand,61.99,Men,5,26.72
20661,50.12,Jeans,Lucky Brand,89.99,Men,5,39.87
20696,62.31,Jeans,Lucky Brand,129.0,Men,5,66.69
20712,51.18,Jeans,Lucky Brand,99.0,Men,5,47.82
20720,32.76,Jeans,Lucky Brand,63.99,Men,5,31.230000000000004
20729,54.65,Jeans,Lucky Brand,99.0,Men,5,44.35
20730,49.9,Jeans,Lucky Brand,99.0,Men,5,49.1
20734,50.19,Jeans,Lucky Brand,99.0,Men,5,48.81
20742,48.21,Jeans,Lucky Brand,99.0,Men,5,50.79
20744,54.94,Jeans,Lucky Brand,99.0,Men,5,44.06
20756,53.06,Jeans,Lucky Brand,99.0,Men,5,45.94
20760,50.21,Jeans,Lucky Brand,89.99,Men,5,39.779999999999994
20779,57.32,Jeans,Lucky Brand,99.0,Men,5,41.68
20847,51.58,Jeans,Lucky Brand,99.0,Men,5,47.42
20863,39.45,Jeans,Lucky Brand,75.0,Men,5,35.55
20869,49.85,Jeans,Lucky Brand,89.5,Men,5,39.65
20873,36.34,Jeans,Lucky Brand,68.96,Men,5,32.61999999999999
20905,63.21,Jeans,Lucky Brand,129.0,Men,5,65.78999999999999
20912,37.65,Jeans,Lucky Brand,68.96,Men,5,31.309999999999995
20926,37.45,Jeans,Lucky Brand,68.96,Men,5,31.50999999999999
20943,31.68,Jeans,Lucky Brand,63.99,Men,5,32.31
20951,61.59,Jeans,Lucky Brand,115.99,Men,5,54.39999999999999
20960,50.19,Jeans,Lucky Brand,99.0,Men,5,48.81
20995,51.82,Jeans,Lucky Brand,89.5,Men,5,37.68
21007,34.2,Jeans,Lucky Brand,68.96,Men,5,34.75999999999999
21028,36.05,Jeans,Lucky Brand,65.9,Men,5,29.85000000000001
21055,26.94,Jeans,Lucky Brand,49.99,Men,5,23.05
21081,39.31,Jeans,Lucky Brand,77.99,Men,5,38.67999999999999
21103,47.97,Jeans,Lucky Brand,89.5,Men,5,41.53
21127,52.37,Jeans,Lucky Brand,99.0,Men,5,46.63
21134,43.13,Jeans,Lucky Brand,75.0,Men,5,31.869999999999997
21163,63.85,Jeans,Lucky Brand,129.0,Men,5,65.15
21180,40.97,Jeans,Lucky Brand,73.96,Men,5,32.989999999999995
21189,48.21,Jeans,Lucky Brand,99.0,Men,5,50.79
21222,73.01,Jeans,Lucky Brand,129.0,Men,5,55.989999999999995
21233,34.29,Jeans,Lucky Brand,69.98,Men,5,35.690000000000005
21396,40.23,Jeans,Lucky Brand,79.98,Men,5,39.75000000000001
21452,38.7,Jeans,Lucky Brand,69.98,Men,5,31.28
21455,38.85,Jeans,Lucky Brand,69.5,Men,5,30.65
21464,43.23,Jeans,Lucky Brand,89.5,Men,5,46.27
21549,40.31,Jeans,Lucky Brand,79.98,Men,5,39.67
21625,67.98,Jeans,Lucky Brand,129.0,Men,5,61.019999999999996
21797,33.53,Pants,Lucky Brand,75.0,Men,5,41.47
22064,37.14,Pants,Lucky Brand,89.5,Men,5,52.36
22937,35.93,Shorts,Lucky Brand,69.5,Men,5,33.57
23039,29.67,Shorts,Lucky Brand,64.5,Men,5,34.83
